epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1401.75,1.56435,0.72762,1.38327,0.74265,0.66027,0.64062,0.31582,2.25488,0.75833,2.17689,0.000594286,0.000594286,0.000594286
67,1422.73,1.57143,0.72324,1.38697,0.73895,0.62712,0.65881,0.32823,2.19757,0.79224,2.14915,0.000577782,0.000577782,0.000577782
68,1443.44,1.53301,0.71857,1.37573,0.67135,0.68332,0.64206,0.30819,2.32227,0.76215,2.27379,0.000561279,0.000561279,0.000561279
69,1465.2,1.56987,0.74486,1.39593,0.68363,0.69191,0.67014,0.33064,2.23977,0.76019,2.2081,0.000544776,0.000544776,0.000544776
70,1485.71,1.56319,0.72667,1.37933,0.71896,0.70069,0.68659,0.33269,2.23019,0.75425,2.19612,0.000528272,0.000528272,0.000528272
71,1506.41,1.54411,0.71213,1.37679,0.65332,0.70928,0.64335,0.32032,2.28174,0.79126,2.26734,0.000511769,0.000511769,0.000511769
72,1527.87,1.53138,0.69841,1.37491,0.64868,0.7106,0.67923,0.33871,2.26471,0.77139,2.23494,0.000495266,0.000495266,0.000495266
73,1549.06,1.50606,0.69025,1.35837,0.69018,0.74576,0.69827,0.34688,2.25038,0.7492,2.23307,0.000478762,0.000478762,0.000478762
74,1569.12,1.53518,0.6999,1.37527,0.72445,0.692,0.67456,0.35113,2.21112,0.75101,2.17481,0.000462259,0.000462259,0.000462259
75,1590.79,1.51966,0.695,1.35425,0.75724,0.73074,0.68478,0.3412,2.18352,0.74022,2.13664,0.000445756,0.000445756,0.000445756
76,1611.2,1.51653,0.6861,1.3633,0.67482,0.70681,0.62888,0.3284,2.27618,0.81128,2.28774,0.000429253,0.000429253,0.000429253
77,1630.99,1.49638,0.69481,1.35321,0.68588,0.71874,0.65548,0.32891,2.33456,0.80923,2.38341,0.000412749,0.000412749,0.000412749
78,1652.56,1.49647,0.69531,1.35216,0.69532,0.70284,0.66603,0.3404,2.27645,0.76236,2.28323,0.000396246,0.000396246,0.000396246
79,1673.17,1.49926,0.68803,1.3459,0.78382,0.63366,0.67074,0.35524,2.14345,0.72985,2.1264,0.000379743,0.000379743,0.000379743
80,1694.25,1.49127,0.68112,1.35579,0.72805,0.69943,0.6652,0.32795,2.22902,0.76636,2.27514,0.000363239,0.000363239,0.000363239
81,1715.16,1.49001,0.68467,1.34647,0.68888,0.73102,0.69038,0.32946,2.16393,0.76166,2.16558,0.000346736,0.000346736,0.000346736
82,1735.93,1.48457,0.67958,1.34864,0.64917,0.75261,0.65116,0.33087,2.22949,0.76351,2.20708,0.000330233,0.000330233,0.000330233
83,1756.48,1.48792,0.66889,1.34255,0.74903,0.73363,0.68593,0.33545,2.3264,0.79289,2.37725,0.000313729,0.000313729,0.000313729
84,1777.91,1.46849,0.66902,1.33425,0.6804,0.76501,0.68794,0.34117,2.24669,0.75691,2.24014,0.000297226,0.000297226,0.000297226
85,1798.05,1.46562,0.65993,1.33293,0.65601,0.74135,0.64832,0.32946,2.37265,0.80069,2.47075,0.000280723,0.000280723,0.000280723
86,1818.51,1.46235,0.66352,1.33775,0.69172,0.74535,0.6606,0.34277,2.22908,0.74983,2.26407,0.00026422,0.00026422,0.00026422
87,1839.27,1.46103,0.65573,1.34503,0.73721,0.6959,0.67219,0.33291,2.29081,0.76894,2.32998,0.000247716,0.000247716,0.000247716
88,1859.56,1.47409,0.66051,1.34388,0.69264,0.71065,0.67369,0.36996,2.21103,0.74969,2.22629,0.000231213,0.000231213,0.000231213
89,1880.1,1.46752,0.65473,1.32105,0.74948,0.6962,0.68017,0.3138,2.23045,0.73706,2.26759,0.00021471,0.00021471,0.00021471
90,1901.31,1.45045,0.6525,1.32423,0.74221,0.70616,0.70058,0.3492,2.11787,0.71981,2.11804,0.000198206,0.000198206,0.000198206
91,1935.79,1.42015,0.63304,1.38212,0.70534,0.68118,0.67485,0.34541,2.20511,0.74156,2.22113,0.000181703,0.000181703,0.000181703
92,1954.84,1.39752,0.60596,1.36864,0.69735,0.70499,0.67017,0.3426,2.28828,0.76288,2.33337,0.0001652,0.0001652,0.0001652
93,1974.19,1.38866,0.59645,1.36097,0.70826,0.71875,0.66285,0.34502,2.22154,0.73483,2.26519,0.000148696,0.000148696,0.000148696
94,1993.89,1.37848,0.59019,1.36399,0.76714,0.68233,0.68466,0.34971,2.22267,0.75596,2.27257,0.000132193,0.000132193,0.000132193
95,2013.41,1.37701,0.58984,1.36262,0.78348,0.69405,0.68007,0.35259,2.14725,0.73137,2.16568,0.00011569,0.00011569,0.00011569
96,2032.52,1.37299,0.58239,1.35292,0.77609,0.72859,0.6802,0.35047,2.15139,0.72906,2.18249,9.91865e-05,9.91865e-05,9.91865e-05
97,2052.42,1.37094,0.58397,1.35146,0.77277,0.6947,0.65003,0.33835,2.28144,0.77741,2.33461,8.26832e-05,8.26832e-05,8.26832e-05
98,2071.2,1.35567,0.57684,1.34443,0.75597,0.69211,0.64286,0.33257,2.27394,0.76743,2.32338,6.61799e-05,6.61799e-05,6.61799e-05
99,2091,1.35027,0.5781,1.34695,0.75597,0.68353,0.64234,0.33712,2.30659,0.78291,2.37902,4.96766e-05,4.96766e-05,4.96766e-05
100,2110.38,1.34652,0.56874,1.34145,0.78086,0.71937,0.68175,0.34399,2.22929,0.7614,2.27145,3.31733e-05,3.31733e-05,3.31733e-05
