epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,14632.4,1.45294,1.05602,1.2933,0.71885,0.56842,0.60061,0.31544,2.17223,1.13016,1.41744,0.000412749,0.000412749,0.000412749
78,14825,1.45303,1.05225,1.28498,0.74595,0.58893,0.60587,0.31394,2.05993,1.07989,1.3535,0.000396246,0.000396246,0.000396246
79,15018.8,1.44164,1.04634,1.28537,0.68989,0.64214,0.62737,0.31752,2.11894,1.0913,1.38973,0.000379743,0.000379743,0.000379743
80,15211.1,1.45655,1.03174,1.2723,0.81028,0.58588,0.66243,0.36639,1.99906,1.04908,1.3144,0.000363239,0.000363239,0.000363239
81,15401.3,1.44133,1.03803,1.28761,0.66062,0.62283,0.60958,0.32237,2.09928,1.08342,1.37902,0.000346736,0.000346736,0.000346736
82,15594.9,1.43177,1.02476,1.27533,0.68106,0.61424,0.61137,0.33304,2.15115,1.15172,1.41721,0.000330233,0.000330233,0.000330233
83,15789.1,1.44929,1.03876,1.28792,0.70796,0.6076,0.62413,0.34062,2.12977,1.1341,1.40248,0.000313729,0.000313729,0.000313729
84,15984.7,1.42671,1.01958,1.26462,0.75492,0.64643,0.6649,0.36457,2.04396,1.08503,1.34809,0.000297226,0.000297226,0.000297226
85,16183.7,1.41685,1.00869,1.27053,0.75315,0.57306,0.6233,0.33149,2.1124,1.11344,1.39447,0.000280723,0.000280723,0.000280723
86,16382.5,1.42047,1.00206,1.26615,0.71647,0.64214,0.64143,0.3499,2.11525,1.09142,1.3991,0.00026422,0.00026422,0.00026422
87,16552.4,1.42407,1.0072,1.27935,0.64016,0.64691,0.62045,0.33336,2.09465,1.08555,1.37102,0.000247716,0.000247716,0.000247716
88,16717.2,1.39984,1.01086,1.26354,0.65907,0.63961,0.62059,0.33809,2.10288,1.10778,1.37979,0.000231213,0.000231213,0.000231213
89,16881.9,1.40275,1.01019,1.2738,0.74583,0.61303,0.6323,0.34256,2.13123,1.08583,1.41235,0.00021471,0.00021471,0.00021471
90,17047.1,1.40712,0.98983,1.26503,0.68322,0.5829,0.59638,0.3249,2.08725,1.06622,1.38325,0.000198206,0.000198206,0.000198206
91,17208.7,1.36914,0.93704,1.2429,0.70517,0.53449,0.58112,0.31911,2.2054,1.15866,1.4669,0.000181703,0.000181703,0.000181703
92,17370.5,1.3432,0.91721,1.22702,0.58854,0.69544,0.61283,0.32114,2.12525,1.10453,1.40563,0.0001652,0.0001652,0.0001652
93,17531.9,1.33507,0.89376,1.22333,0.6906,0.57327,0.60086,0.31813,2.18751,1.17466,1.44864,0.000148696,0.000148696,0.000148696
94,17694.4,1.3317,0.89312,1.22449,0.69416,0.59258,0.58883,0.31826,2.1412,1.11481,1.40545,0.000132193,0.000132193,0.000132193
95,17856.2,1.32148,0.87689,1.22181,0.68595,0.60876,0.59046,0.30716,2.16608,1.11747,1.43482,0.00011569,0.00011569,0.00011569
96,18017.5,1.31056,0.88251,1.21896,0.69783,0.61244,0.62122,0.33224,2.1111,1.07673,1.40431,9.91865e-05,9.91865e-05,9.91865e-05
97,18179.3,1.31902,0.86379,1.21647,0.70286,0.64431,0.61591,0.32795,2.16851,1.11018,1.44169,8.26832e-05,8.26832e-05,8.26832e-05
98,18341,1.31324,0.86841,1.21539,0.73491,0.6121,0.62769,0.34371,2.15104,1.10931,1.43155,6.61799e-05,6.61799e-05,6.61799e-05
99,18502.7,1.29315,0.86249,1.20968,0.68648,0.6402,0.61391,0.34605,2.1701,1.11998,1.45128,4.96766e-05,4.96766e-05,4.96766e-05
100,18664.7,1.30782,0.87412,1.21312,0.69093,0.63334,0.61282,0.3356,2.15953,1.11319,1.44176,3.31733e-05,3.31733e-05,3.31733e-05
