epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,4482.3,1.31011,0.87416,1.30179,0.64903,0.7819,0.74007,0.43258,1.96731,1.00128,1.99712,0.000363239,0.000363239,0.000363239
81,4531.22,1.3065,0.86585,1.29552,0.70459,0.7725,0.73547,0.42037,2.04085,0.96843,2.08919,0.000346736,0.000346736,0.000346736
82,4580.27,1.2982,0.87296,1.28536,0.73072,0.68699,0.7085,0.41886,2.0988,0.9979,2.21145,0.000330233,0.000330233,0.000330233
83,4629.24,1.31102,0.87977,1.29962,0.70652,0.73697,0.72779,0.42587,1.97743,1.00404,2.03802,0.000313729,0.000313729,0.000313729
84,4678.35,1.2915,0.85281,1.29466,0.73822,0.63484,0.68613,0.42027,2.17355,1.02487,2.2749,0.000297226,0.000297226,0.000297226
85,4727.48,1.27771,0.87019,1.29512,0.6946,0.70734,0.71127,0.42593,2.04441,1.00489,2.11277,0.000280723,0.000280723,0.000280723
86,4776.55,1.30589,0.84685,1.30168,0.71013,0.70519,0.69037,0.40591,2.08334,1.03408,2.20259,0.00026422,0.00026422,0.00026422
87,4825.96,1.27853,0.84784,1.28067,0.68987,0.74883,0.71276,0.4204,2.02189,0.97005,2.08483,0.000247716,0.000247716,0.000247716
88,4876.39,1.29552,0.84261,1.28493,0.71269,0.75574,0.72018,0.42901,2.01035,0.99834,2.104,0.000231213,0.000231213,0.000231213
89,4926.32,1.27678,0.82413,1.271,0.74887,0.7245,0.72286,0.42871,2.04767,0.93832,2.1296,0.00021471,0.00021471,0.00021471
90,4977.39,1.2847,0.84453,1.27777,0.73982,0.72042,0.72934,0.42483,2.03026,0.95434,2.09331,0.000198206,0.000198206,0.000198206
91,5036.76,1.2477,0.77997,1.30335,0.78895,0.69465,0.74883,0.4338,1.9068,0.94512,2.0286,0.000181703,0.000181703,0.000181703
92,5090.83,1.21594,0.73859,1.26843,0.75332,0.66683,0.69582,0.41453,2.13366,0.98396,2.26757,0.0001652,0.0001652,0.0001652
93,5144.59,1.20654,0.72992,1.27551,0.73824,0.66724,0.66946,0.38716,2.20668,1.01176,2.38883,0.000148696,0.000148696,0.000148696
94,5198.62,1.20805,0.73502,1.26413,0.72174,0.66207,0.67377,0.40266,2.10622,0.99486,2.23829,0.000132193,0.000132193,0.000132193
95,5252.98,1.20282,0.73303,1.26405,0.73501,0.67234,0.72856,0.42443,1.97538,0.95156,2.04134,0.00011569,0.00011569,0.00011569
96,5307.13,1.19933,0.7272,1.26078,0.70576,0.69875,0.72391,0.4275,2.00624,0.97233,2.10168,9.91865e-05,9.91865e-05,9.91865e-05
97,5362.13,1.1989,0.72606,1.25983,0.75518,0.68802,0.7176,0.41833,2.08338,0.98818,2.19544,8.26832e-05,8.26832e-05,8.26832e-05
98,5417.35,1.18404,0.71734,1.249,0.67955,0.71377,0.71871,0.42837,2.06155,0.9782,2.17283,6.61799e-05,6.61799e-05,6.61799e-05
99,5471.75,1.18987,0.71367,1.2531,0.71033,0.69526,0.71994,0.41304,2.07566,0.98604,2.21079,4.96766e-05,4.96766e-05,4.96766e-05
100,5526.46,1.18567,0.71084,1.25354,0.7162,0.66983,0.70692,0.41746,2.09877,0.98943,2.24739,3.31733e-05,3.31733e-05,3.31733e-05
